loss,params,n_estimators,train_time
827.353271,"{'colsample_bytree': 0.8126369437328417, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.9478621725795287, 'learning_rate': 0.017616506087569053, 'max_depth': 5, 'min_child_weight': 245, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.6507857054223295, 'reg_lambda': 0.5332793266699908, 'seed': 42, 'subsample': 0.6001281144626336, 'verbose_eval': 0}",478,13.007015943527222
827.352295,"{'colsample_bytree': 0.808708337870686, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.0746754357055432, 'learning_rate': 0.01745226160931824, 'max_depth': 5, 'min_child_weight': 75, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.6523708349653645, 'reg_lambda': 0.5183788927998644, 'seed': 42, 'subsample': 0.5480588853775717, 'verbose_eval': 0}",405,11.532381534576416
827.325562,"{'colsample_bytree': 0.8092045084050987, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.008442601761449, 'learning_rate': 0.015579667963757347, 'max_depth': 5, 'min_child_weight': 75, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.664159852624883, 'reg_lambda': 0.5472541522363245, 'seed': 42, 'subsample': 0.5273709971477201, 'verbose_eval': 0}",485,13.606993436813354
827.285339,"{'colsample_bytree': 0.7996497100195001, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.042661560036038, 'learning_rate': 0.016761829452661785, 'max_depth': 5, 'min_child_weight': 75, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.6874711215933879, 'reg_lambda': 0.586606687329781, 'seed': 42, 'subsample': 0.5008537105884717, 'verbose_eval': 0}",535,14.665901899337769
827.694397,"{'colsample_bytree': 0.8472050681410229, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.4744534158569307, 'learning_rate': 0.04474719559426362, 'max_depth': 8, 'min_child_weight': 235, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.7075795701939347, 'reg_lambda': 0.5842271151893252, 'seed': 42, 'subsample': 0.5183073754865976, 'verbose_eval': 0}",140,6.687672138214111
829.054077,"{'colsample_bytree': 0.7857829554210873, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.060974169606644, 'learning_rate': 0.01008584365773829, 'max_depth': 12, 'min_child_weight': 195, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.7688796770100645, 'reg_lambda': 0.4461615040796393, 'seed': 42, 'subsample': 0.57379812458951, 'verbose_eval': 0}",583,38.103930711746216
827.319031,"{'colsample_bytree': 0.7951350739885056, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.8755452889525448, 'learning_rate': 0.014169816180418035, 'max_depth': 5, 'min_child_weight': 75, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.5803606803616618, 'reg_lambda': 0.3076869738172403, 'seed': 42, 'subsample': 0.6466502772601109, 'verbose_eval': 0}",480,12.995878458023071
827.329407,"{'colsample_bytree': 0.7875078249631032, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.419744578204018, 'learning_rate': 0.022754769656656803, 'max_depth': 5, 'min_child_weight': 485, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.5974578246334875, 'reg_lambda': 0.24494507760749928, 'seed': 42, 'subsample': 0.6444578994017691, 'verbose_eval': 0}",316,8.640134334564209
827.374573,"{'colsample_bytree': 0.7048640394522155, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.78122533619793, 'learning_rate': 0.021251405259724604, 'max_depth': 6, 'min_child_weight': 75, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.38926732320488433, 'reg_lambda': 0.38494147930540634, 'seed': 42, 'subsample': 0.6448215652936331, 'verbose_eval': 0}",335,10.296167373657227
827.328491,"{'colsample_bytree': 0.8475094293242983, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.3676644076035434, 'learning_rate': 0.013185564923239058, 'max_depth': 4, 'min_child_weight': 40, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.4302324846983863, 'reg_lambda': 0.018439748746076956, 'seed': 42, 'subsample': 0.6134590049638805, 'verbose_eval': 0}",513,11.882282972335815
827.329407,"{'colsample_bytree': 0.9019594853101667, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.2245863722502452, 'learning_rate': 0.06254421089258962, 'max_depth': 5, 'min_child_weight': 165, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.5862876248968075, 'reg_lambda': 0.26496631397353254, 'seed': 42, 'subsample': 0.6836930960199901, 'verbose_eval': 0}",135,4.053614854812622
829.432739,"{'colsample_bytree': 0.7742097782545811, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.8746489926449945, 'learning_rate': 0.010219195067376103, 'max_depth': 14, 'min_child_weight': 315, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.0074185886229694575, 'reg_lambda': 0.16158267344293337, 'seed': 42, 'subsample': 0.5655080794074078, 'verbose_eval': 0}",547,42.252800941467285
828.938232,"{'colsample_bytree': 0.7105805145317351, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.1593922174228455, 'learning_rate': 0.03264939438059104, 'max_depth': 12, 'min_child_weight': 345, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.9075137537206426, 'reg_lambda': 0.6031736923512268, 'seed': 42, 'subsample': 0.6690298196678597, 'verbose_eval': 0}",190,11.956970453262329
827.31189,"{'colsample_bytree': 0.6547742223591242, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.455946261259175, 'learning_rate': 0.02044751993148815, 'max_depth': 5, 'min_child_weight': 395, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.7790455359845563, 'reg_lambda': 0.47240462636375524, 'seed': 42, 'subsample': 0.7204323452383694, 'verbose_eval': 0}",401,9.813855171203613
827.567688,"{'colsample_bytree': 0.6002692818961722, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.485363529187019, 'learning_rate': 0.019127812354901276, 'max_depth': 8, 'min_child_weight': 395, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.9935940289984591, 'reg_lambda': 0.4290862462849111, 'seed': 42, 'subsample': 0.7268101943197434, 'verbose_eval': 0}",384,13.603055953979492
827.988831,"{'colsample_bytree': 0.6482751475935254, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.336168700929443, 'learning_rate': 0.03946233649540514, 'max_depth': 9, 'min_child_weight': 285, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.782634983173676, 'reg_lambda': 0.44520203245802215, 'seed': 42, 'subsample': 0.5980983460256708, 'verbose_eval': 0}",172,7.905677318572998
827.364441,"{'colsample_bytree': 0.6317710056968177, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.9502868911311952, 'learning_rate': 0.011349870176329277, 'max_depth': 5, 'min_child_weight': 350, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.9248981720751659, 'reg_lambda': 0.7431512910434647, 'seed': 42, 'subsample': 0.988851559022899, 'verbose_eval': 0}",640,13.33426833152771
827.44519,"{'colsample_bytree': 0.9848305039725924, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.47006365373972, 'learning_rate': 0.02112007953446815, 'max_depth': 6, 'min_child_weight': 55, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.7354007255318803, 'reg_lambda': 0.6278791815510845, 'seed': 42, 'subsample': 0.8684301403296387, 'verbose_eval': 0}",334,10.257496118545532
829.960449,"{'colsample_bytree': 0.6627063191149043, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.4401806983720107, 'learning_rate': 0.038987176568211435, 'max_depth': 13, 'min_child_weight': 110, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.7040019481222342, 'reg_lambda': 0.4899485791863362, 'seed': 42, 'subsample': 0.7398470448761465, 'verbose_eval': 0}",132,9.11085319519043
827.343201,"{'colsample_bytree': 0.6194798878977358, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 2.156358028795419, 'learning_rate': 0.029166057329484213, 'max_depth': 5, 'min_child_weight': 430, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.5466044823539591, 'reg_lambda': 0.8003176904790308, 'seed': 42, 'subsample': 0.8312490365233426, 'verbose_eval': 0}",248,5.7781007289886475
829.071594,"{'colsample_bytree': 0.7310928837612037, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.6620620770121122, 'learning_rate': 0.011736555321347434, 'max_depth': 11, 'min_child_weight': 60, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.9925907377691401, 'reg_lambda': 0.9921743892539578, 'seed': 42, 'subsample': 0.500909045053104, 'verbose_eval': 0}",530,30.56786561012268
829.391052,"{'colsample_bytree': 0.7108174163955794, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.3191993917021128, 'learning_rate': 0.05864653419338105, 'max_depth': 14, 'min_child_weight': 395, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.4462203773673412, 'reg_lambda': 0.07756996654801224, 'seed': 42, 'subsample': 0.7210069528107396, 'verbose_eval': 0}",89,7.2999327182769775
827.576233,"{'colsample_bytree': 0.7550571449088865, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.5000563315369835, 'learning_rate': 0.014637042992423958, 'max_depth': 8, 'min_child_weight': 410, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.8873684623320272, 'reg_lambda': 0.35285220891335256, 'seed': 42, 'subsample': 0.8915084619535314, 'verbose_eval': 0}",455,16.956772327423096
827.298035,"{'colsample_bytree': 0.6694328386385655, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.7193179521906451, 'learning_rate': 0.036014928479952274, 'max_depth': 4, 'min_child_weight': 260, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.8227805064908944, 'reg_lambda': 0.21981651794168666, 'seed': 42, 'subsample': 0.7877985008056292, 'verbose_eval': 0}",286,5.772972106933594
827.281006,"{'colsample_bytree': 0.8788112672029711, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.711063688964877, 'learning_rate': 0.07423927418220792, 'max_depth': 4, 'min_child_weight': 260, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.1250254834632471, 'reg_lambda': 0.23470712496708135, 'seed': 42, 'subsample': 0.7864884874267932, 'verbose_eval': 0}",158,3.571884870529175
827.75824,"{'colsample_bytree': 0.8710310303156746, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.8984906950446515, 'learning_rate': 0.09745714898366913, 'max_depth': 4, 'min_child_weight': 205, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.1251294961735345, 'reg_lambda': 0.05534416432492498, 'seed': 42, 'subsample': 0.95584864031666, 'verbose_eval': 0}",26,0.844292163848877
827.306458,"{'colsample_bytree': 0.8986842353860853, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.6073473464744716, 'learning_rate': 0.10744530274444329, 'max_depth': 4, 'min_child_weight': 325, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.04331255938596035, 'reg_lambda': 0.17857838266860482, 'seed': 42, 'subsample': 0.8645342737209873, 'verbose_eval': 0}",102,2.472014904022217
827.580383,"{'colsample_bytree': 0.8285926104688058, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.27895496017624627, 'learning_rate': 0.050502996676865086, 'max_depth': 9, 'min_child_weight': 225, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.19571428742671915, 'reg_lambda': 0.40433600552562293, 'seed': 42, 'subsample': 0.8038169291465244, 'verbose_eval': 0}",53,2.993128776550293
827.313904,"{'colsample_bytree': 0.9260322219553588, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.1284413300760245, 'learning_rate': 0.06597407550338519, 'max_depth': 4, 'min_child_weight': 270, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.2793205264333095, 'reg_lambda': 0.3083030896090655, 'seed': 42, 'subsample': 0.9076628933315655, 'verbose_eval': 0}",112,2.557640790939331
827.461121,"{'colsample_bytree': 0.9598376291592032, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.029753058830409684, 'learning_rate': 0.07246546786285346, 'max_depth': 7, 'min_child_weight': 425, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.0654843568530485, 'reg_lambda': 0.5685885555140678, 'seed': 42, 'subsample': 0.7431672149831621, 'verbose_eval': 0}",43,2.0342915058135986
829.322876,"{'colsample_bytree': 0.8918021584726138, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.43088358514635094, 'learning_rate': 0.1175304769522114, 'max_depth': 13, 'min_child_weight': 260, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.3265404802130719, 'reg_lambda': 0.9973086722358351, 'seed': 42, 'subsample': 0.8385581637510601, 'verbose_eval': 0}",41,4.086390018463135
829.198242,"{'colsample_bytree': 0.8602545191094944, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.8622251143695727, 'learning_rate': 0.04756373403250934, 'max_depth': 12, 'min_child_weight': 145, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.2160246243990993, 'reg_lambda': 0.875190273099527, 'seed': 42, 'subsample': 0.6684245405130608, 'verbose_eval': 0}",115,8.549484252929688
827.532776,"{'colsample_bytree': 0.9371156570486123, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.0444926574229298, 'learning_rate': 0.0835042966771277, 'max_depth': 11, 'min_child_weight': 490, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.15334368115842495, 'reg_lambda': 0.7465769618314786, 'seed': 42, 'subsample': 0.7785131826297469, 'verbose_eval': 0}",31,2.5861637592315674
828.776062,"{'colsample_bytree': 0.966525814322587, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.6121756500271008, 'learning_rate': 0.1714616960007818, 'max_depth': 10, 'min_child_weight': 120, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.5385306072074159, 'reg_lambda': 0.6546472992961304, 'seed': 42, 'subsample': 0.8826555616889782, 'verbose_eval': 0}",30,2.523134708404541
827.425354,"{'colsample_bytree': 0.9167201797274057, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.23903636605798528, 'learning_rate': 0.13298085852801142, 'max_depth': 6, 'min_child_weight': 90, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.015638863646972145, 'reg_lambda': 0.35551096791319714, 'seed': 42, 'subsample': 0.9509666685742328, 'verbose_eval': 0}",57,2.1041719913482666
827.612427,"{'colsample_bytree': 0.827557244366498, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.5227533849654318, 'learning_rate': 0.07151757479448972, 'max_depth': 4, 'min_child_weight': 275, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.45255031378972654, 'reg_lambda': 0.07993144367179114, 'seed': 42, 'subsample': 0.923789357774728, 'verbose_eval': 0}",54,1.331923246383667
827.548767,"{'colsample_bytree': 0.7679006999685933, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.7040251602420393, 'learning_rate': 0.056446107872962864, 'max_depth': 7, 'min_child_weight': 335, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.4062154144547711, 'reg_lambda': 0.13153054410527404, 'seed': 42, 'subsample': 0.7002697517330583, 'verbose_eval': 0}",110,4.4106621742248535
829.582092,"{'colsample_bytree': 0.9998741971238048, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.2201539981852163, 'learning_rate': 0.02456993328791669, 'max_depth': 14, 'min_child_weight': 280, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.6223709282855296, 'reg_lambda': 0.8447522049126659, 'seed': 42, 'subsample': 0.6139873087006942, 'verbose_eval': 0}",225,20.078160285949707
827.44574,"{'colsample_bytree': 0.7353033540157818, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.8028941868744605, 'learning_rate': 0.09894660903178748, 'max_depth': 9, 'min_child_weight': 495, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.4731079533912986, 'reg_lambda': 0.19768792688642617, 'seed': 42, 'subsample': 0.7544802121054726, 'verbose_eval': 0}",29,1.931363821029663
829.454285,"{'colsample_bytree': 0.883102739620707, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.39910007975593487, 'learning_rate': 0.02861066319728557, 'max_depth': 13, 'min_child_weight': 240, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.33472093022651417, 'reg_lambda': 0.2916742392082637, 'seed': 42, 'subsample': 0.8239767938123027, 'verbose_eval': 0}",184,14.196202039718628
828.416504,"{'colsample_bytree': 0.8436698277701777, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.06455145341698987, 'learning_rate': 0.042819942805597484, 'max_depth': 10, 'min_child_weight': 215, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.2673259604284842, 'reg_lambda': 0.6763772802802804, 'seed': 42, 'subsample': 0.5369486066374347, 'verbose_eval': 0}",136,8.235610961914062
827.303894,"{'colsample_bytree': 0.8636236333005456, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 1.1331792394786846, 'learning_rate': 0.07226929147677946, 'max_depth': 4, 'min_child_weight': 295, 'nthread': 13, 'objective': 'reg:tweedie', 'reg_alpha': 0.6854796791972276, 'reg_lambda': 0.5105759759659343, 'seed': 42, 'subsample': 0.8539119243598916, 'verbose_eval': 0}",115,2.7454957962036133
827.356384,"{'colsample_bytree': 0.8179606218595181, 'early_stopping_rounds': 20, 'eval_metric': 'rmse', 'gamma': 0.17005679437362164, 'learning_rate': 0.09350896557268895, 'max_depth': 12, 'min_child_weight': 465, 'nthread': 13, 'objective': 'reg:squarederror', 'reg_alpha': 0.5666369514489245, 'reg_lambda': 0.9470513843779182, 'seed': 42, 'subsample': 0.5664757911159999, 'verbose_eval': 0}",43,3.368974208831787
